"user_id","age","gender","married","has_children","home_country","home_city","home_airport","home_airport_lat","home_airport_lon","sign_up_date","total_clicks","total_nights","total_rooms","avg_hotel_per_room_usd","avg_base_fare_usd","session_count","avg_session_duration_in_seconds","total_cancellation","total_flight_with_discount","total_hotel_with_discount","avg_flight_discount","avg_hotel_discount","con_rate_flights","con_rate_hotels","con_rate_combined","total_return_flight_booked","age_bucket","family_status","activity_level","cancellation_behavior","discount_usage_behavior","booking_type_preference","interaction_duration","loyalty_level","hotel_price_category","flight_fare_category","total_trips","total_flight_booked","total_hotel_booked","total_seats","money_spent_hotel","money_spent_filght","money_spent_booking","total_time_before_trip","miles_flown"
"350648","18","F","false","false","usa","lincoln","LNK","40.851","-96.759","2022-10-05","313","16","3","188.33","196.96","9","732","1","3","2","0.18","0.10","0.33","0.33","0.67","3","17-25","Single With No Children","High Activity","Low Cancellation","Frequent Discount User","Both Flight and Hotel","Moderate Sessions","Frequent Traveler","Mid-Range","Budget","1","2","1","1","1950","166.53","2116.53","84","1169.32"
"353271","27","F","false","true","usa","milwaukee","MKE","42.947","-87.896","2022-10-07","113","18","3","124.50","1470.10","10","85","0","1","1","0.15","0.15","0.20","0.20","0.40","2","26-35","Single With Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Occasional Traveler","Mid-Range","Luxury","2","4","2","3","2193","2940.19","5133.19","33","16856.21"
"353694","40","F","false","true","usa","new york","LGA","40.777","-73.872","2022-10-07","118","20","4","124.33","977.58","9","97","0","4","0","0.08","","0.33","0.33","0.67","2","36-50","Single With Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","3","5","3","4","3009","2809.1715","5818.1715","99","18617.62"
"354050","50","F","false","false","usa","detroit","DET","42.409","-83.01","2022-10-07","218","13","7","184.17","337.10","11","147","0","1","1","0.05","0.05","0.55","0.55","1.09","5","36-50","Single With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","6","11","6","7","2565.60","1993.5060","4559.1060","53","10805.19"
"354260","50","F","false","false","usa","providence","PVD","41.724","-71.428","2022-10-07","132","2","1","260.00","467.79","9","109","0","2","0","0.15","","0.33","0.11","0.44","3","36-50","Single With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Occasional Traveler","Mid-Range","Mid-Range","3","6","1","3","520","1403.36","1923.36","105","7675.24"
"354311","46","F","true","false","usa","tucson","DMA","32.166","-110.883","2022-10-08","113","3","1","97.00","536.45","11","77","0","2","0","0.13","","0.18","0.09","0.27","2","36-50","Married With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Occasional Traveler","Budget","Mid-Range","2","4","1","2","291","1072.89","1363.89","14","6477.43"
"354950","54","M","true","false","usa","amarillo","AMA","35.219","-101.706","2022-10-08","119","18","2","141.50","650.11","9","99","0","0","1","","0.10","0.22","0.22","0.44","2","50+","Married With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Occasional Traveler","Mid-Range","Mid-Range","2","4","2","3","2634","1300.22","3934.22","89","5225.98"
"356046","35","F","false","false","canada","ottawa","YOW","45.323","-75.669","2022-10-09","146","14","5","173.50","384.22","10","109","0","2","2","0.15","0.08","0.40","0.40","0.80","4","26-35","Single With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","4","8","4","5","2061.3","1506.4645","3567.7645","30","7419.30"
"357737","42","F","true","true","usa","san diego","SAN","32.733","-117.189","2022-10-10","506","26","10","158.00","366.50","12","787","1","1","4","","0.08","0.67","0.75","1.42","8","36-50","Married With Children","High Activity","Low Cancellation","Frequent Discount User","Both Flight and Hotel","Moderate Sessions","Frequent Traveler","Mid-Range","Mid-Range","7","12","7","7","2280.10","2714.80","4994.90","42","15687.79"
"359072","51","F","true","true","canada","montreal","YUL","45.468","-73.741","2022-10-11","424","12","7","133.83","380.69","13","667","1","3","1","0.20","","0.46","0.46","0.92","6","50+","Married With Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Moderate Sessions","Frequent Traveler","Mid-Range","Mid-Range","4","8","4","5","1069","1626.83","2695.83","31","4852.48"
"359080","42","F","true","false","usa","new york","JFK","40.64","-73.779","2022-10-11","206","10","6","317.75","998.49","11","141","0","1","1","0.10","0.20","0.55","0.36","0.91","6","36-50","Married With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Luxury","Mid-Range","7","12","4","7","6415","5990.94","12405.94","321","23170.54"
"359653","55","M","false","false","canada","victoria","YYJ","48.647","-123.426","2022-10-12","198","7","5","175.40","395.48","11","134","0","1","2","0.25","0.08","0.45","0.45","0.91","5","50+","Single With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","5","10","5","5","1191.2","1977.41","3168.61","37","10659.90"
"361459","42","F","true","true","usa","houston","EFD","29.607","-95.159","2022-10-13","81","1","1","165.00","393.91","12","51","0","1","3","0.20","0.12","0.08","0.08","0.17","1","36-50","Married With Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Infrequent Traveler","Mid-Range","Mid-Range","1","2","1","1","165","393.91","558.91","6","2403.54"
"361759","53","F","true","false","canada","winnipeg","YWG","49.91","-97.234","2022-10-13","169","4","3","79.67","829.72","12","104","0","4","3","0.16","0.07","0.42","0.25","0.67","5","50+","Married With No Children","High Activity","Low Cancellation","Frequent Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Budget","Mid-Range","5","10","3","6","295.70","4148.62","4444.32","88","16685.27"
"363535","31","F","false","false","usa","charlotte","CLT","35.214","-80.943","2022-10-14","291","13","6","178.20","297.60","11","648","1","4","1","0.18","","0.45","0.45","0.91","4","26-35","Single With No Children","High Activity","Low Cancellation","Frequent Discount User","Both Flight and Hotel","Moderate Sessions","Frequent Traveler","Mid-Range","Mid-Range","3","5","3","4","752","848.096","1600.096","33","5086.07"
"365825","45","F","false","false","usa","los angeles","LAX","33.942","-118.408","2022-10-16","425","28","7","224.80","119.07","10","887","1","2","1","0.10","","0.30","0.50","0.80","1","36-50","Single With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Moderate Sessions","Frequent Traveler","Mid-Range","Budget","3","3","3","2","3700","238.14","3938.14","15","2303.61"
"371201","28","M","false","true","usa","new york","JFK","40.64","-73.779","2022-10-20","166","2","1","69.00","452.44","10","123","0","2","1","0.27","0.05","0.20","0.10","0.30","2","26-35","Single With Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Occasional Traveler","Budget","Mid-Range","2","4","1","2","138","904.87","1042.87","15","4960.86"
"372970","34","F","false","false","usa","charlotte","CLT","35.214","-80.943","2022-10-21","122","10","3","179.33","1315.24","9","102","0","2","2","0.13","0.15","0.33","0.33","0.67","3","26-35","Single With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Luxury","3","6","3","3","1448","3945.72","5393.72","97","25300.77"
"373489","37","F","true","true","usa","wichita","ICT","37.65","-97.433","2022-10-21","171","33","3","220.00","4124.73","12","105","0","4","5","0.23","0.11","0.17","0.17","0.33","2","36-50","Married With Children","High Activity","Low Cancellation","Frequent Discount User","Both Flight and Hotel","Short Sessions","Occasional Traveler","Mid-Range","Luxury","3","4","2","7","9393","6386.6225","15779.6225","280","21980.95"
"374331","42","M","false","false","usa","milwaukee","MKE","42.947","-87.896","2022-10-22","383","17","3","206.00","164.97","11","781","1","6","2","0.13","0.20","0.27","0.27","0.55","3","36-50","Single With No Children","High Activity","Low Cancellation","Frequent Discount User","Both Flight and Hotel","Moderate Sessions","Frequent Traveler","Mid-Range","Budget","2","2","2","1","7380","22.38","7402.38","6","129.62"
"374340","35","F","true","false","usa","new york","LGA","40.777","-73.872","2022-10-22","158","11","1","102.00","3966.19","12","99","0","0","1","","0.05","0.08","0.08","0.17","1","26-35","Married With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Infrequent Traveler","Mid-Range","Luxury","2","2","1","2","1122","3966.19","5088.19","336","16455.39"
"374341","26","F","false","false","usa","detroit","YIP","42.238","-83.53","2022-10-22","128","42","7","135.50","4265.30","9","106","0","1","0","0.10","","0.11","0.44","0.56","1","26-35","Single With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Occasional Traveler","Mid-Range","Luxury","4","2","4","2","8540","4265.3","12805.3","57","11589.27"
"375160","20","F","false","false","usa","houston","EFD","29.607","-95.159","2022-10-22","79","23","1","528.00","","11","53","0","1","1","0.05","0.10","0.00","0.09","0.09","0","17-25","Single With No Children","High Activity","Low Cancellation","Occasional Discount User","Hotel Only","Short Sessions","Infrequent Traveler","Luxury","Unknown","1","0","1","","12144","","","",""
"375729","53","F","false","false","usa","atlanta","ATL","33.64","-84.427","2022-10-23","191","13","4","252.50","271.24","12","118","0","5","2","0.11","0.08","0.42","0.33","0.75","5","50+","Single With No Children","High Activity","Low Cancellation","Frequent Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","5","10","4","5","3039","1210.315","4249.315","29","7423.90"
"375751","50","F","true","false","usa","cleveland","CLE","41.412","-81.85","2022-10-23","291","6","2","166.50","235.85","11","195","0","1","2","0.20","0.08","0.27","0.18","0.45","3","36-50","Married With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Occasional Traveler","Mid-Range","Mid-Range","3","6","2","3","999","707.56","1706.56","24","3965.02"
"376159","42","F","false","false","usa","long beach","LGB","33.818","-118.151","2022-10-23","139","10","3","161.33","364.97","10","104","0","0","0","","","0.20","0.30","0.50","2","36-50","Single With No Children","High Activity","Low Cancellation","Non-Discount User","Both Flight and Hotel","Short Sessions","Occasional Traveler","Mid-Range","Mid-Range","3","4","3","2","1624","729.94","2353.94","17","4135.65"
"377069","68","F","true","false","usa","new york","LGA","40.777","-73.872","2022-10-24","269","","","","926.67","10","772","1","2","2","0.20","0.05","0.20","0.10","0.30","2","50+","Married With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Moderate Sessions","Occasional Traveler","Unknown","Mid-Range","","","","","","","","",""
"377411","38","F","true","false","canada","montreal","YMX","45.68","-74.039","2022-10-24","167","6","4","110.00","561.75","11","113","0","3","2","0.12","0.13","0.27","0.27","0.55","3","36-50","Married With No Children","High Activity","Low Cancellation","Frequent Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","3","6","3","4","1129","1666.646","2795.646","14","6672.71"
"378565","41","F","true","true","usa","nashville","BNA","36.124","-86.678","2022-10-25","174","49","7","139.17","326.36","10","130","0","6","1","0.09","0.10","0.40","0.60","1.00","4","36-50","Married With Children","High Activity","Low Cancellation","Frequent Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","7","8","6","4","9160","1197.1875","10357.1875","32","7223.12"
"379543","56","F","true","false","usa","san jose","SJC","37.362","-121.929","2022-10-25","155","12","5","213.00","340.57","10","115","0","1","1","0.10","0.15","0.40","0.50","0.90","4","50+","Married With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","5","8","5","4","2229","1362.28","3591.28","27","7724.36"
"380434","50","F","true","true","usa","oklahoma city","TIK","35.415","-97.386","2022-10-26","169","11","5","215.00","334.39","12","104","0","2","1","0.13","0.05","0.42","0.42","0.83","5","36-50","Married With Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","5","10","5","5","2054","1600.5375","3654.5375","39","9112.12"
"380436","45","F","false","false","usa","new york","LGA","40.777","-73.872","2022-10-26","171","14","3","147.67","231.36","10","126","0","1","2","0.05","0.18","0.30","0.30","0.60","3","36-50","Single With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","3","6","3","3","1728.0","683.2060","2411.2060","23","4101.69"
"380757","46","F","false","true","usa","los angeles","LAX","33.942","-118.408","2022-10-26","162","21","5","143.40","250.15","11","110","0","1","2","0.05","0.05","0.45","0.45","0.91","4","36-50","Single With Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Mid-Range","5","9","5","5","2005.35","1250.75","3256.10","43","9095.27"
"380874","54","F","true","false","usa","louisville","LOU","38.228","-85.664","2022-10-26","208","6","4","179.00","192.34","12","129","0","0","3","","0.18","0.42","0.33","0.75","5","50+","Married With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Short Sessions","Frequent Traveler","Mid-Range","Budget","5","10","4","5","727.90","961.71","1689.61","34","4976.80"
"380949","46","F","false","false","usa","san antonio","SAT","29.534","-98.47","2022-10-26","466","17","6","214.67","377.77","11","834","1","1","2","","0.15","0.64","0.55","1.18","7","36-50","Single With No Children","High Activity","Low Cancellation","Occasional Discount User","Both Flight and Hotel","Moderate Sessions","Frequent Traveler","Mid-Range","Mid-Range","5","10","4","5","2758","1949.62","4707.62","31","10951.50"
